freq,c_dest,purpose,duration,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,DOM,TOTAL,N_GE1,NR,MT	204913 	189805 	200383 b	203584 	310295 	260763 	245477 	237238 	360460 	388510 	369000 	454495 
A,DOM,TOTAL,N_GE1,NR,NL	28639911 b	25839912 	24777935 	24156207 	24505045 	24289009 	23455768 	24476490 	20773689 	31080303 	21489855 	22193482 
A,DOM,TOTAL,N_GE1,NR,NO	: 	12236124 	15462534 	13797994 	13766384 	15108957 	18997913 	: 	: 	20640098 	: 	: 
A,DOM,TOTAL,N_GE1,NR,PL	42988357 	42521907 	38387005 b	39870456 	43600324 	45952310 	47736329 	50018234 	38570417 	46277646 	51701833 	52190629 
A,DOM,TOTAL,N_GE1,NR,PT	12670201 	13611143 	13195293 	14148435 	14322773 	15546387 	16134172 	17792603 	11743097 	13753581 	16765837 	17230833 
A,DOM,TOTAL,N_GE1,NR,RO	16050900 	16721920 	16358249 	15731511 	16248176 	16831296 	17143760 	17800679 	11235841 	16439823 	16820104 	15105286 
A,DOM,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	1113441 	: 	: 	: 	: 	: 
A,DOM,TOTAL,N_GE1,NR,SE	: 	: 	29831956 	31525879 	33493020 	38415926 	35685909 	36891226 	49830932 	51185360 	62400828 	: 
A,DOM,TOTAL,N_GE1,NR,SI	2064610 	2025334 	1888108 	1533254 	1719761 	1812820 	2003138 	1742254 	1263351 	3252691 	2772562 	3593786 
A,DOM,TOTAL,N_GE1,NR,SK	4477078 	4765491 b	4931973 	5594954 	6727776 	7100131 	7761392 	8689935 	4417848 	4749846 	7142078 	7486857 
A,DOM,TOTAL,N_GE1,NR,UK	110402202 	107135644 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,EE,TOTAL,N_GE1,NR,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,EE,TOTAL,N_GE1,NR,BE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,EE,TOTAL,N_GE1,NR,CH	: u	: 	: u	: u	: 	: u	: u	: u	: 	: u	: 	: 
A,EE,TOTAL,N_GE1,NR,CY	: u	: u	: 	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,EE,TOTAL,N_GE1,NR,CZ	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: u
A,EE,TOTAL,N_GE1,NR,DE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,EE,TOTAL,N_GE1,NR,DK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,EE,TOTAL,N_GE1,NR,EA20	4240107 	4116838 	4870283 	5160817 	5926546 	5838125 	6717587 	5727401 	2960782 	2839109 	4412085 	4912192 
A,EE,TOTAL,N_GE1,NR,EE	1761052 	1733585 	2572332 	2704379 	3253584 	3276711 	4399062 	3486296 	2135638 	2266531 	2639870 	3231275 
A,EE,TOTAL,N_GE1,NR,EL	: 	: 	: 	: u	: 	: u	: u	: 	: 	: 	: u	: u
A,EE,TOTAL,N_GE1,NR,ES	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u
A,EE,TOTAL,N_GE1,NR,EU27_2020	4400335 e	4278381 e	5006930 	5300984 	6111141 	6046913 	6859013 	5824629 	2981552 	2902028 	4504606 	5013259 e
A,EE,TOTAL,N_GE1,NR,FI	2157916 b	2042064 	2024938 	2096980 	2185195 	2080644 	1685270 	1597359 	620478 	396829 	1192063 	1190138 
A,EE,TOTAL,N_GE1,NR,FR	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,EE,TOTAL,N_GE1,NR,HR	: 	: 	: u	: u	: 	: u	: u	: u	: 	: 	: 	: u
A,EE,TOTAL,N_GE1,NR,HU	: u	: u	: u	: 	: u	: u	: u	: u	: 	: 	: 	: 
A,EE,TOTAL,N_GE1,NR,IE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,EE,TOTAL,N_GE1,NR,IT	: u	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 
A,EE,TOTAL,N_GE1,NR,LT	40854 	51326 	74141 	89883 	90987 	91014 	106513 	115039 	29879 	44387 	85303 	88220 
A,EE,TOTAL,N_GE1,NR,LU	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u
A,EE,TOTAL,N_GE1,NR,LV	140983 	158076 	95076 	168417 	209928 	173381 	206320 	161334 	89670 	83058 	235554 	227929 
A,EE,TOTAL,N_GE1,NR,MT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,EE,TOTAL,N_GE1,NR,NL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,EE,TOTAL,N_GE1,NR,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	: u	: 	: 
A,EE,TOTAL,N_GE1,NR,PL	: u	: u	: u	: u	: u	11165 u	12004 u	11412 u	: u	4929 	15936 	19824 
A,EE,TOTAL,N_GE1,NR,PT	: 	: 	: 	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,EE,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,EE,TOTAL,N_GE1,NR,SE	: 	: 	120294 u	108995 u	143937 u	192299 u	114530 u	: u	: u	: u	: u	: 
A,EE,TOTAL,N_GE1,NR,SI	: u	: u	: u	: u	: 	: 	: u	: u	: 	: 	: u	: u
A,EE,TOTAL,N_GE1,NR,SK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: u
A,EE,TOTAL,N_GE1,NR,UK	43956 	48015 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,EFTA,TOTAL,N_GE1,NR,AL	: 	: 	: 	: 	: 	: u	: 	11553 u	: u	: 	: 	: 
A,EFTA,TOTAL,N_GE1,NR,AT	414024 	352747 	356720 	377125 	366069 	347279 	296052 	307607 	157958 	199134 	388274 	511572 
A,EFTA,TOTAL,N_GE1,NR,BE	179288 	247198 	229870 	222211 	260280 	297412 b	206127 	329425 	158862 	123778 	307072 	257085 
A,EFTA,TOTAL,N_GE1,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,EFTA,TOTAL,N_GE1,NR,CH	6737661 	7305099 	6609099 	6671875 	6524155 	6871586 	6738736 	6680922 	7228460 	7693418 	7270217 	: 
A,EFTA,TOTAL,N_GE1,NR,CY	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,EFTA,TOTAL,N_GE1,NR,CZ	86742 u	103096 u	88733 u	90087 u	158037 u	: u	90760 u	: u	: u	: u	: u	91028 
A,EFTA,TOTAL,N_GE1,NR,DE	4823482 	4226577 	4465438 	4535567 	4651361 	3471514 	5179808 	4709666 	2533695 	2078137 	3957715 	5930177 
A,EFTA,TOTAL,N_GE1,NR,DK	481907 	510094 b	585236 	738084 	469765 	552113 	263768 	774083 	357310 	161650 	515949 	: 
A,EFTA,TOTAL,N_GE1,NR,EA20	8518854 	8131532 	8065105 	7881410 	8024982 	7407987 	9380118 	8944206 	4455166 	4125907 	8508401 	10900133 
A,EFTA,TOTAL,N_GE1,NR,EE	: u	31774 u	47698 	36950 u	33790 u	35420 u	58796 u	31502 u	: u	: u	33160 	35046 
A,EFTA,TOTAL,N_GE1,NR,EL	: u	: u	19181 u	13671 u	10487 u	: u	14668 u	: u	: u	12590 	21498 	28739 
A,EFTA,TOTAL,N_GE1,NR,ES	247501 	228098 	149844 	271475 b	330620 	374747 	472895 	422872 	48950 	129629 	233720 	388749 
A,EFTA,TOTAL,N_GE1,NR,EU27_2020	10037006 e	9710862 e	9748539 	9616629 	9712618 	10535497 	12081708 	12028572 	5553709 	5532015 	9849091 	12317734 e
A,EFTA,TOTAL,N_GE1,NR,FI	253785 b	230318 	286997 	356320 	323613 	384157 	373408 	374410 	143375 	101935 	342063 	353411 
A,EFTA,TOTAL,N_GE1,NR,FR	1168957 	1189547 	1257839 	964036 	1025837 	1025362 	1142502 	1184553 	726325 	784943 	1186605 	1564383 
A,EFTA,TOTAL,N_GE1,NR,HR	84438 u	79705 u	65814 u	53858 u	23509 u	44893 u	30402 u	36697 u	: u	: u	20185 	19862 
A,EFTA,TOTAL,N_GE1,NR,HU	96565 	88904 	71603 	71556 	68125 	83653 	170167 	168491 	82069 	139321 	213987 	168010 
A,EFTA,TOTAL,N_GE1,NR,IE	55437 	68420 	50452 u	61497 u	58071 	75311 	70531 u	118907 	51162 	: u	88713 	87104 
A,EFTA,TOTAL,N_GE1,NR,IT	447508 	622589 	: u	: u	: u	392984 u	574368 u	418387 u	: u	: u	595914 	419433 
A,EFTA,TOTAL,N_GE1,NR,LT	66143 	76733 	89254 	101462 	91685 	95934 	104188 	114069 	48806 	38178 	111512 	136928 
A,EFTA,TOTAL,N_GE1,NR,LU	60088 	64410 	68935 	70526 	52294 	74666 	94857 	82415 	38181 	55990 	82669 	91674 
A,EFTA,TOTAL,N_GE1,NR,LV	30380 u	47079 u	38359 u	29303 u	: u	: u	55197 u	39454 u	: u	: u	60895 	83780 
A,EFTA,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,EFTA,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	14337 u	: u	8218 	: 	: 
A,EFTA,TOTAL,N_GE1,NR,MT	5309 	7034 	: u	: u	5879 u	9378 u	13848 u	7874 u	: u	: u	11000 	10070 
A,EFTA,TOTAL,N_GE1,NR,NL	497043 b	474777 	452293 	414807 	471945 	521825 	493486 	490704 	213248 	350925 	922012 	779989 
A,EFTA,TOTAL,N_GE1,NR,NO	: 	12343666 	15593626 	13936090 	13894245 	15192426 	19090429 	: 	: 	20654157 	: 	: 
A,EFTA,TOTAL,N_GE1,NR,PL	203146 	244966 	320743 b	324074 	350816 	375511 	379259 	414112 	194745 	204856 	337547 	393106 
A,EFTA,TOTAL,N_GE1,NR,PT	60522 	110780 	54932 	75793 	70859 	69590 	92844 	145137 	40144 	26648 	82563 	100112 
A,EFTA,TOTAL,N_GE1,NR,RO	: u	: 	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,EFTA,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,EFTA,TOTAL,N_GE1,NR,SE	: 	: 	614927 	504017 	607686 	2041990 	1787351 	1648991 	433469 	883671 	: u	: 
A,EFTA,TOTAL,N_GE1,NR,SI	31547 u	29714 u	30026 u	36139 u	36235 u	27870 u	: u	: u	: u	: u	20604 	44853 
A,EFTA,TOTAL,N_GE1,NR,SK	: u	: u	: u	: u	: u	: u	77339 u	: u	: u	: u	: u	: u
A,EFTA,TOTAL,N_GE1,NR,UK	1116769 	1273208 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,EL,TOTAL,N_GE1,NR,AL	: 	: 	: 	: 	: 	342465 	: 	354255 	66111 	: 	: 	: 
A,EL,TOTAL,N_GE1,NR,AT	263451 	386996 	380399 	351783 	368656 	374949 	322352 	577452 	92828 	469132 	570882 	501910 
A,EL,TOTAL,N_GE1,NR,BE	221925 	204117 	293828 	246396 	399936 	228699 b	368476 	309309 	96745 	213902 	344357 	308933 
A,EL,TOTAL,N_GE1,NR,BG	115941 b	190945 	170396 	165963 	193533 	268271 	273014 	367151 	49692 	46412 	250585 	409502 
A,EL,TOTAL,N_GE1,NR,CH	248627 u	268627 u	226801 	273103 	264204 	280296 	416801 	308433 	170716 	331761 	295035 	: 
A,EL,TOTAL,N_GE1,NR,CY	403079 b	352695 	445709 	461059 	535696 	538609 	539596 	517526 	168743 	203278 	455207 	577347 
A,EL,TOTAL,N_GE1,NR,CZ	314481 	338691 	293815 	252913 	276639 	370822 	471975 	417427 	: u	350693 	362734 	410930 
A,EL,TOTAL,N_GE1,NR,DE	1371712 	1907569 	2363798 	1563361 	2503954 	2836539 	3297186 	3210225 	935316 	2042277 	3410066 	3889696 
A,EL,TOTAL,N_GE1,NR,DK	233573 	205967 b	278139 	271879 	262295 	320719 	281019 	388452 	99945 	233305 	349671 	: 
A,EL,TOTAL,N_GE1,NR,EA20	11484132 	9960743 	11655147 	10359265 	11027008 	12404358 	13543926 	13516084 	6446411 	10091801 	14548979 	14732313 
A,EL,TOTAL,N_GE1,NR,EE	: u	: u	21486 u	25197 u	39593 u	29932 u	57715 u	28386 u	: u	25196 	33825 	48998 
A,EL,TOTAL,N_GE1,NR,EL	6506654 	4913730 	5621981 	5111088 	4872798 	5492233 	5690818 	5180116 	4447495 	4832849 	5990073 	5891524 
A,EL,TOTAL,N_GE1,NR,ES	105209 	60369 	90685 	75956 bu	115794 u	135918 	199106 	309782 	: u	92448 	283811 	272647 
A,EL,TOTAL,N_GE1,NR,EU27_2020	12832176 e	11680968 e	13455570 	12223845 	13148551 	15244354 	16515730 	16819358 	7182031 	11850165 	17897404 	18685175 e
A,EL,TOTAL,N_GE1,NR,FI	224964 b	163383 	210578 	240606 	183834 	247180 	255680 	263430 	: u	: u	309345 	385025 
A,EL,TOTAL,N_GE1,NR,FR	744401 	742341 	911545 	1004742 	839634 	846811 	1181969 	974485 	272751 	813044 	1144503 	1008757 
A,EL,TOTAL,N_GE1,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,EL,TOTAL,N_GE1,NR,HU	57930 	54575 	101727 	117440 	166727 	194431 	191959 	311503 	47932 	176676 	283264 	479621 
A,EL,TOTAL,N_GE1,NR,IE	32497 u	33878 u	39128 u	35715 u	45862 u	71874 	104364 	76365 	7380 	: u	169835 	165982 
A,EL,TOTAL,N_GE1,NR,IT	765226 	416283 	: u	355178 u	: u	610482 u	453854 u	812604 u	: u	380915 	573888 	377725 
A,EL,TOTAL,N_GE1,NR,LT	30927 	29503 	40234 	31145 	45614 	43767 	56953 	58441 	22277 	59342 	96360 	102892 
A,EL,TOTAL,N_GE1,NR,LU	25541 	17822 	20339 	25720 	25720 	35028 	42597 	47297 	18701 	41298 	54387 	54288 
A,EL,TOTAL,N_GE1,NR,LV	: u	: u	: u	: u	: u	: u	53470 u	50299 u	: u	: u	33584 	39649 
A,EL,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,EL,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	92923 	: u	63426 	: 	: 
A,EL,TOTAL,N_GE1,NR,MT	4103 	3980 	: u	7648 u	6679 u	12167 u	9659 u	13381 	: u	9401 	21582 	24352 
A,EL,TOTAL,N_GE1,NR,NL	625788 b	542730 	677161 	625227 	525722 	729056 	737930 	856995 	171668 	649297 	834280 	798767 
A,EL,TOTAL,N_GE1,NR,NO	: 	336383 	386281 	301569 	320754 	387074 	312321 	: 	: 	: u	: 	: 
A,EL,TOTAL,N_GE1,NR,PL	214117 	446321 	470728 b	545628 	611469 	671233 	751580 	857479 	300383 	451497 	801086 	873270 
A,EL,TOTAL,N_GE1,NR,PT	: u	: u	: u	: u	: u	: u	: u	31528 u	: u	22549 	30589 	25831 
A,EL,TOTAL,N_GE1,NR,RO	101354 	179289 	185357 	165373 	179029 	195457 	227631 	254495 	76878 	243512 	287871 	338674 
A,EL,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,EL,TOTAL,N_GE1,NR,SE	: 	: 	300261 	345383 	431852 	819064 	774626 	706767 	: u	256268 	1013213 	: 
A,EL,TOTAL,N_GE1,NR,SI	26802 u	39250 u	38340 u	34693 u	26690 u	32300 u	38447 u	44205 u	: u	48922 	56893 	69712 
A,EL,TOTAL,N_GE1,NR,SK	83498 u	: u	: u	: u	75122 u	: u	97054 u	114822 u	: u	: u	121890 	169551 
A,EL,TOTAL,N_GE1,NR,UK	1742582 	1738236 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,ES,TOTAL,N_GE1,NR,AL	: 	: 	: 	: 	: 	: u	: 	: u	: u	: 	: 	: 
A,ES,TOTAL,N_GE1,NR,AT	571172 	486935 	569412 	586086 	627857 	620400 	501805 	628942 	128689 	351169 	747118 	843032 
A,ES,TOTAL,N_GE1,NR,BE	916796 	1111315 	1150458 	1214525 	1629193 	1512968 b	1554042 	1589573 	471336 	860491 	1676926 	1672524 
A,ES,TOTAL,N_GE1,NR,BG	: u	: u	: u	: u	49361 u	: u	: u	: u	: u	: u	41950 	: u
A,ES,TOTAL,N_GE1,NR,CH	735584 	832327 	1070982 	942953 	985677 	1389607 	1190516 	1079666 	294372 	616213 	1132017 	: 
A,ES,TOTAL,N_GE1,NR,CY	17803 b	12286 u	20481 u	16735 u	: u	: u	: u	: u	: u	: u	: u	40095 
A,ES,TOTAL,N_GE1,NR,CZ	218501 	187004 	182013 	148497 u	192146 	274267 	245815 	228916 	: u	74207 	302220 	395293 
A,ES,TOTAL,N_GE1,NR,DE	9956971 	9972999 	9143204 	10242453 	10392755 	11092772 	11671678 	10984639 	2716432 	5414450 	9467523 	10655647 
A,ES,TOTAL,N_GE1,NR,DK	751358 	768096 b	788793 	887563 	860649 	992903 	1936611 	1640971 	336396 	433767 	900579 	: 
A,ES,TOTAL,N_GE1,NR,EA20	148253848 	143979626 	139368948 	146369660 	155772791 	164117483 	166153472 	163583793 	81865369 	120112385 	149829035 	158613921 
A,ES,TOTAL,N_GE1,NR,EE	: u	49948 u	41124 u	50104 	54921 	65093 	85460 	95480 	21361 	35110 	61480 	76646 
A,ES,TOTAL,N_GE1,NR,EL	19577 u	23491 u	29390 u	20687 u	16767 u	32818 	34012 	15987 u	: u	21242 	47755 	31832 
A,ES,TOTAL,N_GE1,NR,ES	126231754 	122373916 	117619961 	123922962 b	132200905 	138356811 	138937957 	137191009 	74749663 	107727044 	124602722 	130877868 
A,ES,TOTAL,N_GE1,NR,EU27_2020	150976306 e	146750862 e	142095789 	149057580 	159011383 	169379999 	171801463 	168845639 	83050633 	121892185 	154192547 	163457068 e
A,ES,TOTAL,N_GE1,NR,FI	674557 b	693994 	786548 	698673 	826257 	821985 	883821 	791953 	265996 	226707 	601031 	843294 
A,ES,TOTAL,N_GE1,NR,FR	4254480 	4191678 	4743774 	4465728 	4359388 	5315779 	5595590 	5155888 	1927333 	2864907 	5810971 	6389425 
A,ES,TOTAL,N_GE1,NR,HR	: u	51969 u	61814 u	: u	44219 u	56397 u	39658 u	34178 u	: u	: u	39048 	64076 
A,ES,TOTAL,N_GE1,NR,HU	105692 	55725 	53473 	94569 	121348 	172564 	187114 	217190 	46559 	65581 	268046 	337530 
A,ES,TOTAL,N_GE1,NR,IE	1104026 	1116185 	1071356 	1230821 	1280611 	1424265 	1465236 	1538342 	311583 	249259 	1345559 	1630001 
A,ES,TOTAL,N_GE1,NR,IT	1863843 	1402921 	1457538 b	1155496 	1196653 u	1184730 	1850315 	1877611 	322065 	510706 	1612175 	1288707 
A,ES,TOTAL,N_GE1,NR,LT	58302 	46967 	37666 	55728 	64555 	60927 	68047 	67983 	18287 	29889 	55440 	74153 
A,ES,TOTAL,N_GE1,NR,LU	112350 	102163 	134767 	120116 	126236 	177058 	175198 	181412 	90856 	143186 	213571 	249728 
A,ES,TOTAL,N_GE1,NR,LV	: u	: u	61839 u	53210 u	33044 u	40978 u	36691 u	49716 u	: u	: u	81266 	95819 
A,ES,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,ES,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 
A,ES,TOTAL,N_GE1,NR,MT	17463 	19293 	16156 b	17102 	18349 	25253 	32193 	43678 	: u	16507 	30030 	47475 
A,ES,TOTAL,N_GE1,NR,NL	1713508 b	1768104 	1827391 	1841291 	2163807 	2468237 	2393438 	2260389 	563720 	1173075 	2460252 	2367266 
A,ES,TOTAL,N_GE1,NR,NO	: 	1143572 	1235162 	1242315 	1364384 	1358890 	1169713 	: 	: 	268567 	: 	: 
A,ES,TOTAL,N_GE1,NR,PL	397166 	520958 	476497 b	499538 	587648 	661741 	714219 	768503 	268039 	289664 	714040 	894591 
A,ES,TOTAL,N_GE1,NR,PT	493314 	465974 	481672 	498467 	565388 	664009 	639504 	852443 	202234 	376836 	812734 	1111759 
A,ES,TOTAL,N_GE1,NR,RO	61951 	77734 	79634 	94476 	95100 	66769 	112782 	134941 	: u	64995 	123972 	107902 
A,ES,TOTAL,N_GE1,NR,SE	: 	: 	1131268 	944160 	1332340 	3068869 	2437733 	2250176 	469239 	850435 	2012703 	: 
A,ES,TOTAL,N_GE1,NR,SI	52110 	31479 u	34653 u	51020 u	61916 u	48422 u	57744 u	66563 u	: u	37933 	65986 	96350 
A,ES,TOTAL,N_GE1,NR,SK	92652 u	: u	: u	: u	: u	127047 u	113889 u	135456 u	: u	: u	78696 	158223 
A,ES,TOTAL,N_GE1,NR,UK	10432068 	11074445 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,EU27_2020,TOTAL,N_GE1,NR,AL	: 	: 	: 	: 	: 	688704 	: 	781514 	138135 	: 	: 	: 
A,EU27_2020,TOTAL,N_GE1,NR,AT	19662395 	20086168 	20206342 	19424222 	21371157 	20972456 	21229610 	22506009 	13695101 	17303590 	26369323 	27704957 
A,EU27_2020,TOTAL,N_GE1,NR,BE	10446413 	11092204 	10958289 	12133127 	14088029 	13031052 b	14527739 	15556204 	8403766 	11761859 	15983634 	16772265 
A,EU27_2020,TOTAL,N_GE1,NR,BG	3391841 b	3774319 	3499453 	2890945 	3367054 	5247950 	4694233 	4485912 	2419927 	3052045 	3972047 	4466711 
A,EU27_2020,TOTAL,N_GE1,NR,CH	9815576 	9899625 	10170724 	11192365 	11318079 	12704063 	12464526 	10598172 	5212558 	5326564 	9712398 	: 
A,EU27_2020,TOTAL,N_GE1,NR,CY	2039017 b	1896600 	1994137 	2030133 	2198570 	2277024 	2518808 	2652979 	2014350 	2224296 	2543618 	2758706 
A,EU27_2020,TOTAL,N_GE1,NR,CZ	31842492 	30296743 	31780543 	29012429 	32288401 	34771681 	33317823 	33341795 	22949243 	25473556 	31640975 	26630362 
A,EU27_2020,TOTAL,N_GE1,NR,DE	223249843 	221152236 	211478533 	223605509 	230480906 	217293154 	237553141 	233135410 	139162138 	169881935 	202275572 	223182622 
A,EU27_2020,TOTAL,N_GE1,NR,DK	26721490 	29555186 b	29783044 	30752735 	27549047 	24449164 	17570688 	26744921 	18982309 	15789448 	16741940 	: 
A,EU27_2020,TOTAL,N_GE1,NR,EA20	803907132 	781127374 	770446027 	761746758 	788363687 	810444335 	847264990 	838735677 	527132585 	669667772 	792752248 	834556700 
A,EU27_2020,TOTAL,N_GE1,NR,EE	2558996 	2538698 	3601909 	3573245 	4237246 	4225957 	5779851 	4617211 	2552306 	2670461 	3461151 	4348509 
A,EU27_2020,TOTAL,N_GE1,NR,EL	6790387 	5266567 	5971882 	5472931 	5243487 	5913634 	6187840 	5721918 	4616459 	5059084 	6530527 	6503887 
A,EU27_2020,TOTAL,N_GE1,NR,ES	133050637 	128151673 	123853919 	131508894 b	140240171 	147208130 	149200774 	148320808 	77460677 	111916572 	133258867 	140698804 
A,EU27_2020,TOTAL,N_GE1,NR,EU27_2020	987507018 e	963562187 e	950996919 	943398726 	977800096 	1017989977 	1044819371 	1049858029 	689029210 	849030903 	1014001471 	1057144107 e
A,EU27_2020,TOTAL,N_GE1,NR,FI	38049186 b	37228544 	35713999 	36023994 	37064284 	37604768 	36470800 	36553645 	25093363 	30841617 	32095466 	29853174 
A,EU27_2020,TOTAL,N_GE1,NR,FR	215270172 	214884022 	216256049 	191215156 	188284587 	211272558 	210151467 	205843174 	159706981 	197744956 	221722395 	229114186 
A,EU27_2020,TOTAL,N_GE1,NR,HR	7559210 	7889347 	7140280 	5702964 	4021858 	4211794 	4475353 	5053346 	2802220 	3595049 	3937092 	4919902 
A,EU27_2020,TOTAL,N_GE1,NR,HU	17678474 	15158432 	16424429 	17123577 	17171799 	17588545 	17936320 	18171704 	9639708 	10655910 	15145435 	15906204 
A,EU27_2020,TOTAL,N_GE1,NR,IE	9264559 	9239634 	9696435 	10095215 	10675172 	11340929 	12523620 	13320391 	7006161 	5354776 	14656239 	14630509 
A,EU27_2020,TOTAL,N_GE1,NR,IT	59668860 	48180192 	50450396 b	46793148 	53083038 	53087147 	63239549 	57124065 	31198165 	35477003 	44350540 	41758030 
A,EU27_2020,TOTAL,N_GE1,NR,LT	3498464 	3609076 	3696385 	3752717 	3720692 	3721299 	3916235 	4169206 	2910275 	3677541 	4835285 	5310126 
A,EU27_2020,TOTAL,N_GE1,NR,LU	1352851 	1367470 	1518688 	1410768 	1329532 	1996863 	2110380 	2140525 	1460206 	1778557 	2558363 	2776029 
A,EU27_2020,TOTAL,N_GE1,NR,LV	4739340 	3968626 	4106055 	3834159 	3980370 	3835594 	3499194 	3491341 	1705521 	2778389 	3808817 	4119954 
A,EU27_2020,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	188268 	193645 	: 	: 	: 	: 	: 	: 
A,EU27_2020,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	262350 	33055 	106913 	: 	: 
A,EU27_2020,TOTAL,N_GE1,NR,MT	383851 	401484 	425955 b	480550 	583076 	644717 	687802 	720106 	503046 	617154 	811291 	1049702 
A,EU27_2020,TOTAL,N_GE1,NR,NL	42019444 b	38878507 	37922568 	37492051 	38643996 	40133197 	39313319 	40925590 	26936948 	41336086 	39778701 	41831994 
A,EU27_2020,TOTAL,N_GE1,NR,NO	: 	5887630 	7022522 	6599736 	6188459 	6400580 	6244397 	: 	: 	1767494 	: 	: 
A,EU27_2020,TOTAL,N_GE1,NR,PL	50105472 	49669865 	45877500 b	47895088 	52297641 	55133404 	57404881 	60187036 	43639308 	51888562 	60944235 	62643746 
A,EU27_2020,TOTAL,N_GE1,NR,PT	13606962 	14493590 	14229727 	15268636 	15490024 	16858289 	17602687 	19666082 	12226847 	14439213 	18387763 	19304616 
A,EU27_2020,TOTAL,N_GE1,NR,RO	16750302 	17612363 	17316919 	16664180 	17244433 	17788442 	18298114 	19161381 	11589819 	17231345 	18092481 	16253566 
A,EU27_2020,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	580367 	: 	: 	: 	: 	: 
A,EU27_2020,TOTAL,N_GE1,NR,SE	: 	: 	35869003 	37313015 	39518034 	52566455 	48332322 	49029604 	52676311 	55272265 	74712110 	: 
A,EU27_2020,TOTAL,N_GE1,NR,SI	4111091 	4203554 	4125128 	3954334 	4130828 	4382963 	4726634 	4343765 	2313942 	5006427 	5358426 	6835855 
A,EU27_2020,TOTAL,N_GE1,NR,SK	6585453 	6599184 b	7099350 	7975002 	9496664 	10432810 	11550187 	12873903 	5364114 	6203208 	10029179 	11082874 
A,EU27_2020,TOTAL,N_GE1,NR,UK	36504447 	38005900 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,EU27_2020_FOR,TOTAL,N_GE1,NR,AT	8700541 	8356353 	8730328 	8336479 	9344241 	9378551 	8819239 	9570332 	3307683 	6547352 	11716810 	12928486 
A,EU27_2020_FOR,TOTAL,N_GE1,NR,BE	7667756 	8438922 	8704716 	8886172 	11157601 	9969455 b	10733450 	11439804 	5031045 	6385433 	11361386 	12030346 
A,EU27_2020_FOR,TOTAL,N_GE1,NR,BG	284871 b	361056 	329331 	351565 	378274 	543123 	544257 	670229 	115995 	91353 	537334 	749217 
